h_dim,train_loss,test_loss,train_accuracy,test_accuracy
5,1.5810821522027254,0.9868400909338787,46.275,67.02
15,1.0763287153095007,0.5000391190598725,68.725,85.15
30,0.9443789087235928,0.42986546587317614,74.475,87.2
45,0.8971337135881186,0.493549862532479,76.8,85.06
50,0.8614739533513784,0.40122790890894117,77.4,88.37
5,1.69179193302989,1.222368273884058,42.8,60.8
45,0.18026177119463682,0.3201388167217374,99.15,90.3
45,0.1759764002636075,0.25754049234092236,98.975,91.5
